Age,Workclass,Education,Marital Status,Occupation,Race,Sex,Hours/Week,Native Country,Yearly Income
32,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
49,Local-gov,Masters,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
52,Private,Prof-school,Divorced,Exec-managerial,White,Male,60,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,40,United-States,>50K
54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,54,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
51,Private,Masters,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,43,United-States,>50K
37,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Sales,White,Male,43,United-States,>50K
41,Private,HS-grad,Divorced,Craft-repair,White,Male,44,United-States,>50K
42,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,50,United-States,>50K
42,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
45,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,50,United-States,>50K
36,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
49,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
47,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,40,United-States,>50K
37,Local-gov,Some-college,Married-civ-spouse,Tech-support,White,Female,36,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,60,United-States,>50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
73,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,10,Poland,>50K
39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
38,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,>50K
49,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
54,Private,Some-college,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
50,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Sales,White,Male,48,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
58,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
33,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
34,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,45,United-States,>50K
48,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
47,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
37,Private,Bachelors,Separated,Prof-specialty,White,Female,32,United-States,>50K
38,Private,Prof-school,Separated,Prof-specialty,White,Male,35,United-States,>50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,20,United-States,>50K
33,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Sales,White,Male,65,United-States,>50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K
48,State-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,>50K
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,42,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
29,Private,Masters,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
34,Private,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,>50K
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
46,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
51,Private,Doctorate,Divorced,Craft-repair,White,Female,60,United-States,>50K
62,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
38,Federal-gov,Bachelors,Married-civ-spouse,Sales,White,Male,42,United-States,>50K
30,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Female,50,Thailand,>50K
31,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
49,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,40,Germany,>50K
35,State-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
55,Private,Masters,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
59,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
39,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,18,United-States,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
39,Private,Masters,Married-civ-spouse,Exec-managerial,White,Female,65,United-States,>50K
32,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
35,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,75,Mexico,>50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
36,Private,Prof-school,Never-married,Prof-specialty,Other,Male,40,India,>50K
53,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,60,United-States,>50K
39,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
45,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
45,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,Japan,>50K
59,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
53,Local-gov,Masters,Never-married,Exec-managerial,White,Female,50,United-States,>50K
42,Private,Bachelors,Never-married,Prof-specialty,White,Female,38,United-States,>50K
63,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
44,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,65,United-States,>50K
59,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,24,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
39,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,45,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
42,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
35,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
65,Private,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
47,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,Japan,>50K
29,Private,12th,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
44,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
49,State-gov,Masters,Divorced,Prof-specialty,Black,Female,40,United-States,>50K
30,Private,HS-grad,Never-married,Transport-moving,White,Male,45,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
50,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,35,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Sales,White,Male,52,United-States,>50K
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,42,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
26,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
38,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,50,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
50,State-gov,Prof-school,Married-civ-spouse,Exec-managerial,White,Male,52,United-States,>50K
43,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,70,United-States,>50K
30,Private,Bachelors,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
46,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,38,United-States,>50K
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
61,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,47,United-States,>50K
45,Private,HS-grad,Divorced,Tech-support,White,Female,50,United-States,>50K
47,Self-emp-inc,Bachelors,Never-married,Sales,White,Male,40,United-States,>50K
39,Private,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,47,United-States,>50K
62,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
56,Self-emp-inc,7th-8th,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
45,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,>50K
30,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,White,Female,37,United-States,>50K
50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,99,United-States,>50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
26,Private,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,45,United-States,>50K
69,Private,Bachelors,Widowed,Prof-specialty,White,Male,40,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
47,Private,Masters,Separated,Exec-managerial,White,Male,50,United-States,>50K
49,Private,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
30,Private,Bachelors,Married-AF-spouse,Exec-managerial,White,Female,40,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
43,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
28,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
40,Private,Assoc-acdm,Divorced,Exec-managerial,White,Male,40,United-States,>50K
38,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
35,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,40,Philippines,>50K
45,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
33,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,48,United-States,>50K
27,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
70,Local-gov,Masters,Never-married,Prof-specialty,White,Female,50,United-States,>50K
27,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,40,United-States,>50K
35,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,Cuba,>50K
42,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
43,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
43,Federal-gov,Bachelors,Divorced,Exec-managerial,White,Male,40,United-States,>50K
35,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,>50K
51,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,Male,40,United-States,>50K
53,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,80,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
43,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
24,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
32,Private,Prof-school,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
33,Federal-gov,Prof-school,Never-married,Prof-specialty,White,Female,65,United-States,>50K
50,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,84,United-States,>50K
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
23,Private,11th,Never-married,Craft-repair,Asian-Pac-Islander,Male,40,Vietnam,>50K
32,Private,10th,Married-civ-spouse,Transport-moving,White,Male,80,United-States,>50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
42,Private,Assoc-voc,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
36,Self-emp-not-inc,Bachelors,Divorced,Other-service,Black,Male,45,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Sales,White,Male,42,United-States,>50K
27,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
50,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,84,United-States,>50K
41,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,70,United-States,>50K
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,30,United-States,>50K
